Reporting Period,Project ID,Project County,Project City,Project ZIP,Gas Utility,Electric Utility,Project Completion Date,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate
2021-09-30T00:00:00,438304,Oswego,Oswego,13126,NA,National Grid,2019-11-22T00:00:00,5321,Propane,"1,064",1,Home Performance,Mobile,Building Shell,343,26,763
2021-09-30T00:00:00,429030,Schoharie,Cobleskill,12043,NA,National Grid,2020-01-28T00:00:00,6007,Oil,"2,092",1,Home Performance,Single Family,Building Shell,1302,36,787
2021-09-30T00:00:00,506442,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2021-08-19T00:00:00,6463,Natural Gas,"1,137",1,Home Performance,Single Family,Building Shell,368,30,301
2021-09-30T00:00:00,479236,Oneida,Waterville,13480,NA,New York State Electric & Gas,2021-05-27T00:00:00,8865,Propane,"3,900",1,Home Performance,Single Family,Building Shell,0,61,1477
2021-09-30T00:00:00,411203,Delaware,Hancock,13783,NA,New York State Electric & Gas,2019-07-15T00:00:00,5447,Propane,"1,120",1,Home Performance,Mobile,Building Shell,604,27,709
2021-09-30T00:00:00,426577,Monroe,Rochester,14623,Rochester Gas & Electric,Rochester Gas & Electric,2019-10-04T00:00:00,4072,Natural Gas,"1,728",1,Home Performance,Single Family,Building Shell,0,12,103
2021-09-30T00:00:00,433376,Washington,Eagle Bridge,12057,NA,National Grid,2020-08-27T00:00:00,3207,Propane,"1,196",1,Home Performance,Mobile,Building Shell,301,4,248
2021-09-30T00:00:00,410448,Monroe,Rochester,14615,Rochester Gas & Electric,Rochester Gas & Electric,2019-07-02T00:00:00,528,Natural Gas,"2,100",1,Home Performance,Single Family,Building Shell,208,0,23
2021-09-30T00:00:00,449444,Clinton,Au Sable Forks,12912,NA,National Grid,2020-09-17T00:00:00,3026,Oil,Report SF less than 800,1,Home Performance,Single Family,Building Shell,0,22,454
2021-09-30T00:00:00,415727,Niagara,Lockport,14094,New York State Electric & Gas,New York State Electric & Gas,2019-09-09T00:00:00,3100,Natural Gas,"1,260",1,Home Performance,Single Family,Building Shell,158,15,126
2021-09-30T00:00:00,373718,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2019-06-24T00:00:00,1956,Electric,"1,547",1,Home Performance,Single Family,Building Shell,443,13,149
2021-09-30T00:00:00,436760,Oswego,Oswego,13126,NA,National Grid,2019-11-11T00:00:00,7302,Propane,980,1,Home Performance,Mobile,Building Shell,637,50,1512
2021-09-30T00:00:00,444544,Broome,Port Crane,13833,NA,New York State Electric & Gas,2020-02-04T00:00:00,13862,Propane,"2,432",1,Home Performance,Mobile,Building Shell,930,59,1406
2021-09-30T00:00:00,506152,Queens,Queens,11420,National Grid,Consolidated Edison,2021-07-27T00:00:00,9633,Natural Gas,"1,298",1,Home Performance,Single Family,Building Shell,510,50,887
2021-09-30T00:00:00,481108,Monroe,Rochester,14610,Rochester Gas & Electric,Rochester Gas & Electric,2021-09-14T00:00:00,7807,Natural Gas,"1,200",1,Home Performance,Single Family,Building Shell,510,67,636
2021-09-30T00:00:00,469293,Cayuga,Cayuga,13034,New York State Electric & Gas,New York State Electric & Gas,2021-04-22T00:00:00,9003,Natural Gas,"2,270",1,Home Performance,Single Family,Building Shell,1153,48,577
2021-09-30T00:00:00,494723,Tompkins,Newfield,14867,NA,New York State Electric & Gas,2021-09-16T00:00:00,29359,Coal,"1,430",1,Home Performance,Mobile,Building Shell,4424,46,2094
2021-09-30T00:00:00,459905,Tompkins,Freeville,13068,NA,New York State Electric & Gas,2020-12-29T00:00:00,13437,Kerosene,"2,536",1,Home Performance,Single Family,Building Shell,4586,23,1043
2021-09-30T00:00:00,446033,Tompkins,Ithaca,14850,New York State Electric & Gas,New York State Electric & Gas,2020-06-30T00:00:00,4405,Natural Gas,"1,328",1,Home Performance,Single Family,Building Shell,0,16,157
2021-09-30T00:00:00,489285,Monroe,West Henrietta,14586,Rochester Gas & Electric,Rochester Gas & Electric,2021-07-06T00:00:00,4681,Natural Gas,"2,016",1,Home Performance,Single Family,Building Shell,0,8,66
2021-09-30T00:00:00,505049,Otsego,Unadilla,13849,NA,New York State Electric & Gas,2021-06-29T00:00:00,10615,Other,"1,512",1,Home Performance,Mobile,Building Shell,585,26,889
2021-09-30T00:00:00,455830,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2020-04-02T00:00:00,7000,Natural Gas,"2,472",1,Home Performance,Single Family,Building Shell,510,32,314
2021-09-30T00:00:00,415921,Onondaga,Syracuse,13205,National Grid,National Grid,2019-07-22T00:00:00,3944,Natural Gas,875,1,Home Performance,Single Family,Building Shell,0,36,294
2021-09-30T00:00:00,479941,Broome,Windsor,13865,NA,New York State Electric & Gas,2021-07-22T00:00:00,13085,Oil,"3,926",1,Home Performance,Single Family,Building Shell,1150,2,155
2021-09-30T00:00:00,419593,Onondaga,Syracuse,13207,National Grid,National Grid,2019-10-04T00:00:00,2294,Natural Gas,"1,280",1,Home Performance,Single Family,Building Shell,0,7,62
2021-09-30T00:00:00,486357,Queens,Queens,11420,National Grid,Consolidated Edison,2021-05-11T00:00:00,6219,Natural Gas,"1,230",1,Home Performance,Single Family,Building Shell,510,33,616
2021-09-30T00:00:00,447432,Ontario,Geneva,14456,NA,New York State Electric & Gas,2020-02-07T00:00:00,5526,Propane,924,1,Home Performance,Mobile,Building Shell,426,15,415
2021-09-30T00:00:00,510849,Kings,Brooklyn,11207,National Grid,Consolidated Edison,2021-08-17T00:00:00,3520,Natural Gas,"1,674",2,Home Performance,Single Family,Building Shell,510,14,335
2021-09-30T00:00:00,418542,Suffolk,Bay Shore,11706,NA,Long Island Power Authority,2020-03-25T00:00:00,8584,Natural Gas,"2,268",1,Home Performance,Single Family,Building Shell,1200,29,574
2021-09-30T00:00:00,429782,Jefferson,Alexandria Bay,13607,National Grid,National Grid,2020-06-02T00:00:00,7515,Natural Gas,"1,268",1,Home Performance,Single Family,Building Shell,368,82,1710
2021-09-30T00:00:00,405796,Erie,Orchard Park,14127,National Fuel Gas Distribution,New York State Electric & Gas,2019-08-20T00:00:00,5543,Natural Gas,"1,272",1,Home Performance,Single Family,Building Shell,431,31,271
2021-09-30T00:00:00,460304,Madison,Chittenango,13037,National Grid,National Grid,2021-03-02T00:00:00,4042,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,393,12,137
2021-09-30T00:00:00,480102,Erie,Buffalo,14220,National Fuel Gas Distribution,National Grid,2021-07-13T00:00:00,2870,Natural Gas,"2,688",1,Home Performance,Single Family,Building Shell,1051,3,154
2021-09-30T00:00:00,462937,Oneida,Clinton,13323,National Grid,National Grid,2020-09-08T00:00:00,5420,Natural Gas,980,1,Home Performance,Mobile,Building Shell,477,15,174
2021-09-30T00:00:00,455559,Oswego,Fulton,13069,NA,National Grid,2020-06-19T00:00:00,2665,Propane,"1,568",1,Home Performance,Mobile,Building Shell,400,20,404
2021-09-30T00:00:00,483227,Monroe,Rochester,14613,Rochester Gas & Electric,Rochester Gas & Electric,2021-04-29T00:00:00,1867,Natural Gas,"1,680",1,Home Performance,Single Family,Building Shell,1728,9,239
2021-09-30T00:00:00,396150,Chenango,Oxford,13830,NA,New York State Electric & Gas,2019-12-10T00:00:00,9367,Coal,"2,712",1,Home Performance,Single Family,Building Shell,0,36,356
2021-09-30T00:00:00,484406,Oneida,Rome,13440,National Grid,National Grid,2021-05-18T00:00:00,8462,Natural Gas,"1,056",1,Home Performance,Single Family,Building Shell,0,48,393
2021-09-30T00:00:00,420730,Onondaga,Syracuse,13205,National Grid,National Grid,2019-08-02T00:00:00,5061,Natural Gas,"1,162",1,Home Performance,Single Family,Building Shell,510,50,466
2021-09-30T00:00:00,481242,Rockland,Suffern,10901,National Grid,Orange & Rockland,2021-01-26T00:00:00,8403,Natural Gas,"2,170",1,Home Performance,Single Family,Building Shell,367,28,402
2021-09-30T00:00:00,486067,Oswego,Hastings,13076,NA,National Grid,2021-03-18T00:00:00,8921,Kerosene,"1,496",1,Home Performance,Mobile,Building Shell,703,62,1381
2021-09-30T00:00:00,473260,Broome,Binghamton,13904,New York State Electric & Gas,New York State Electric & Gas,2020-11-19T00:00:00,5349,Natural Gas,960,1,Home Performance,Mobile,Building Shell,637,16,224
2021-09-30T00:00:00,463747,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2020-09-01T00:00:00,7872,Natural Gas,"1,040",1,Home Performance,Single Family,Building Shell,552,42,403
2021-09-30T00:00:00,420039,Tioga,Newark Valley,13811,NA,New York State Electric & Gas,2019-11-15T00:00:00,3689,Wood,"2,460",1,Home Performance,Single Family,Building Shell,891,8,211
2021-09-30T00:00:00,448698,Richmond,Staten Island,10303,National Grid,Consolidated Edison,2020-02-10T00:00:00,909,Natural Gas,"1,160",1,Home Performance,Single Family,Building Shell,0,4,48
2021-09-30T00:00:00,423830,Herkimer,Mohawk,13407,NA,National Grid,2019-10-07T00:00:00,4901,Oil,"1,996",1,Home Performance,Single Family,Building Shell,1003,69,1698
2021-09-30T00:00:00,453233,Herkimer,poland,13431,NA,National Grid,2020-07-07T00:00:00,4959,Oil,"1,680",1,Home Performance,Mobile,Building Shell,343,18,350
2021-09-30T00:00:00,423138,Oneida,Utica,13501,National Grid,National Grid,2019-11-18T00:00:00,8361,Natural Gas,"1,025",1,Home Performance,Single Family,Building Shell,0,44,360
2021-09-30T00:00:00,482344,Niagara,North Tonawanda,14120,National Fuel Gas Distribution,National Grid,2021-03-02T00:00:00,1424,Natural Gas,"1,562",1,Home Performance,Single Family,Building Shell,0,7,48
2021-09-30T00:00:00,475152,Monroe,Irondequoit,14609,Rochester Gas & Electric,Rochester Gas & Electric,2021-01-28T00:00:00,6170,Natural Gas,936,1,Home Performance,Single Family,Building Shell,208,49,435
2021-09-30T00:00:00,501553,Suffolk,Sayville,11782,NA,Long Island Power Authority,2021-07-27T00:00:00,8829,Natural Gas,"1,161",1,Home Performance,Single Family,Building Shell,0,25,341
2021-09-30T00:00:00,499143,Westchester,Yorktown Heights,10598,NA,New York State Electric & Gas,2021-05-27T00:00:00,9171,Oil,"1,512",1,Home Performance,Single Family,Building Shell,621,29,680
2021-09-30T00:00:00,415115,Wayne,Williamson,14589,NA,Rochester Gas & Electric,2019-10-21T00:00:00,5487,Natural Gas,"1,008",1,Home Performance,Mobile,Building Shell,718,26,733
2021-09-30T00:00:00,413989,Fulton,Gloversville,12078,NA,National Grid,2019-10-04T00:00:00,4680,Wood,"1,924",1,Home Performance,Single Family,Building Shell,510,26,299
2021-09-30T00:00:00,407242,Madison,Chittenango,13037,NA,National Grid,2020-03-25T00:00:00,4451,Propane,910,1,Home Performance,Mobile,Building Shell,0,15,299
2021-09-30T00:00:00,450032,Rensselaer,Hoosick Falls,12090,NA,National Grid,2020-03-04T00:00:00,3366,Other,"1,104",1,Home Performance,Single Family,Building Shell,410,12,365
2021-09-30T00:00:00,442169,Erie,Buffalo,14215,National Fuel Gas Distribution,National Grid,2020-09-29T00:00:00,1811,Natural Gas,"1,920",1,Home Performance,Single Family,Building Shell,510,20,198
2021-09-30T00:00:00,501088,Oneida,Utica,13501,National Grid,National Grid,2021-09-16T00:00:00,8553,Natural Gas,"2,176",1,Home Performance,Single Family,Building Shell,675,25,359
2021-09-30T00:00:00,491954,Niagara,Niagara Falls,14305,National Fuel Gas Distribution,National Grid,2021-08-26T00:00:00,811,Natural Gas,"1,207",1,Home Performance,Single Family,Building Shell,0,1,9
2021-09-30T00:00:00,458552,Erie,Tonawanda,14150,National Fuel Gas Distribution,National Grid,2020-11-03T00:00:00,6333,Natural Gas,"1,603",1,Home Performance,Single Family,Building Shell,494,26,244
2021-09-30T00:00:00,509243,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2021-09-28T00:00:00,3685,Natural Gas,"1,311",1,Home Performance,Single Family,Building Shell,-585,25,165
2021-09-30T00:00:00,481819,Queens,Queens,11411,National Grid,Consolidated Edison,2021-02-04T00:00:00,8578,Natural Gas,"2,560",1,Home Performance,Single Family,Building Shell,133,53,635
2021-09-30T00:00:00,457414,Oneida,Paris,13456,National Grid,National Grid,2021-02-02T00:00:00,1613,Natural Gas,"1,570",1,Home Performance,Single Family,Building Shell,510,6,105
2021-09-30T00:00:00,490009,Kings,Brooklyn,11208,National Grid,Consolidated Edison,2021-05-11T00:00:00,7043,Natural Gas,"3,640",1,Home Performance,Single Family,Building Shell,510,32,608
2021-09-30T00:00:00,481947,Tompkins,Freeville,13068,NA,New York State Electric & Gas,2021-01-07T00:00:00,9997,Pellets,"1,400",1,Home Performance,Mobile,Building Shell,368,31,789
2021-09-30T00:00:00,420343,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2019-10-04T00:00:00,8225,Natural Gas,"1,360",1,Home Performance,Single Family,Building Shell,510,64,583
2021-09-30T00:00:00,439314,Broome,Binghamton,13904,NA,New York State Electric & Gas,2020-03-18T00:00:00,9145,Propane,"1,248",1,Home Performance,Single Family,Building Shell,637,46,1184
2021-09-30T00:00:00,460831,Ontario,Phelps,14532,NA,New York State Electric & Gas,2020-12-15T00:00:00,6483,Propane,"1,196",1,Home Performance,Mobile,Building Shell,910,14,433
2021-09-30T00:00:00,482154,Oneida,Utica,13501,National Grid,National Grid,2021-01-05T00:00:00,9795,Natural Gas,"1,173",1,Home Performance,Single Family,Building Shell,536,7,111
2021-09-30T00:00:00,446443,Schuyler,Montour Falls,14865,New York State Electric & Gas,New York State Electric & Gas,2020-02-04T00:00:00,8684,Natural Gas,"2,080",1,Home Performance,Single Family,Building Shell,0,50,475
2021-09-30T00:00:00,468113,Kings,Brooklyn,11236,National Grid,Consolidated Edison,2020-10-15T00:00:00,9014,Natural Gas,"3,300",1,Home Performance,Single Family,Building Shell,1439,30,655
2021-09-30T00:00:00,445211,Queens,Queens,11411,National Grid,Consolidated Edison,2020-03-18T00:00:00,7158,Natural Gas,"1,080",1,Home Performance,Single Family,Building Shell,510,33,489
2021-09-30T00:00:00,504561,Oneida,Rome,13440,National Grid,National Grid,2021-08-17T00:00:00,6765,Natural Gas,"2,017",1,Home Performance,Single Family,Building Shell,533,19,277
2021-09-30T00:00:00,436231,Monroe,Rochester,14618,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-04T00:00:00,5305,Natural Gas,"2,411",1,Home Performance,Single Family,Building Shell,510,14,169
2021-09-30T00:00:00,399243,Dutchess,Millbrook,12545,NA,Central Hudson Gas & Electric,2019-09-11T00:00:00,2692,Oil,"2,098",1,Home Performance,Single Family,Building Shell,510,12,299
2021-09-30T00:00:00,462149,Steuben,Wayland,14572,NA,New York State Electric & Gas,2021-04-29T00:00:00,32344,Oil,"1,472",1,Home Performance,Single Family,Building Shell,2655,86,1939
2021-09-30T00:00:00,450002,Oneida,Sylvan Beach,13157,NA,National Grid,2020-09-17T00:00:00,12153,Kerosene,"1,300",1,Home Performance,Single Family,Building Shell,568,31,690
2021-09-30T00:00:00,460131,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2020-11-06T00:00:00,7183,Natural Gas,"1,982",1,Home Performance,Single Family,Building Shell,3062,49,704
2021-09-30T00:00:00,379202,Cayuga,King Ferry,13081,NA,New York State Electric & Gas,2020-01-31T00:00:00,6319,Propane,"2,512",1,Home Performance,Single Family,Building Shell,0,26,488
2021-09-30T00:00:00,482159,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,2021-01-28T00:00:00,7238,Natural Gas,"1,302",1,Home Performance,Single Family,Building Shell,0,49,410
2021-09-30T00:00:00,420258,Queens,Queens,11422,National Grid,Consolidated Edison,2019-09-16T00:00:00,10601,Natural Gas,"1,512",1,Home Performance,Single Family,Building Shell,807,70,971
2021-09-30T00:00:00,420291,Onondaga,Baldwinsville,13027,NA,National Grid,2019-10-17T00:00:00,4342,Propane,"1,719",1,Home Performance,Single Family,Heating and Cooling,510,26,720
2021-09-30T00:00:00,482539,Kings,Brooklyn,11238,National Grid,Consolidated Edison,2021-03-30T00:00:00,5384,Natural Gas,"2,964",1,Home Performance,Single Family,Building Shell,326,32,436
2021-09-30T00:00:00,434063,Rockland,Mt Ivy,10923,Orange & Rockland,Orange & Rockland,2021-09-14T00:00:00,5232,Natural Gas,"2,650",1,Home Performance,Single Family,Building Shell,0,24,279
2021-09-30T00:00:00,452068,Orange,Port Jervis,12771,NA,Orange & Rockland,2020-03-18T00:00:00,8581,Propane,"1,540",1,Home Performance,Mobile,Building Shell,100,19,499
2021-09-30T00:00:00,468275,Queens,Queens,11433,National Grid,Consolidated Edison,2020-08-18T00:00:00,7689,Natural Gas,"2,432",1,Home Performance,Single Family,Building Shell,0,59,664
2021-09-30T00:00:00,495954,Kings,Brooklyn,11203,National Grid,Consolidated Edison,2021-04-29T00:00:00,4685,Natural Gas,"3,846",1,Home Performance,Single Family,Building Shell,510,19,286
2021-09-30T00:00:00,395971,Jefferson,Watertown,13601,National Grid,National Grid,2019-08-20T00:00:00,5012,Natural Gas,"1,343",1,Home Performance,Single Family,Building Shell,301,34,312
2021-09-30T00:00:00,421617,Oneida,Clinton,13323,NA,National Grid,2020-01-21T00:00:00,7457,Oil,"3,525",1,Home Performance,Single Family,Building Shell,510,51,1029
2021-09-30T00:00:00,464677,Chenango,Pitcher,13136,NA,New York State Electric & Gas,2020-11-06T00:00:00,9884,Oil,"1,144",1,Home Performance,Single Family,Heating and Cooling,557,37,717
2021-09-30T00:00:00,489735,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,2021-08-17T00:00:00,7953,Natural Gas,"1,380",2,Home Performance,Single Family,Building Shell,1183,78,802
2021-09-30T00:00:00,483194,Chenango,Bainbridge,13733,NA,New York State Electric & Gas,2021-07-01T00:00:00,2946,Oil,"1,157",1,Home Performance,Single Family,Building Shell,0,22,331
2021-09-30T00:00:00,495476,Chautauqua,Cherry Creek,14723,NA,National Grid,2021-06-24T00:00:00,4700,Wood,"1,188",1,Home Performance,Single Family,Building Shell,1296,11,292
2021-09-30T00:00:00,500841,Broome,Binghamton,13901,New York State Electric & Gas,New York State Electric & Gas,2021-09-09T00:00:00,11200,Natural Gas,"Report SF more than 4,000",1,Home Performance,Single Family,Building Shell,672,48,559
2021-09-30T00:00:00,482377,Hamilton,Speculator,12164,NA,New York State Electric & Gas,2021-06-07T00:00:00,5927,Propane,924,1,Home Performance,Mobile,Building Shell,977,24,530
2021-09-30T00:00:00,454011,Erie,Hamburg,14075,National Fuel Gas Distribution,National Grid,2020-06-09T00:00:00,4451,Natural Gas,900,1,Home Performance,Mobile,Building Shell,0,29,212
2021-09-30T00:00:00,507826,Tompkins,Trumansburg,14886,New York State Electric & Gas,New York State Electric & Gas,2021-09-02T00:00:00,12355,Natural Gas,938,1,Home Performance,Mobile,Building Shell,510,59,648
2021-09-30T00:00:00,495432,Cattaraugus,Delevan,14042,NA,National Grid,2021-04-13T00:00:00,8798,Propane,980,1,Home Performance,Mobile,Building Shell,0,23,560
2021-09-30T00:00:00,446680,Monroe,Rochester,14608,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-25T00:00:00,3410,Natural Gas,"1,899",1,Home Performance,Single Family,Building Shell,848,18,233
2021-09-30T00:00:00,474230,Erie,Lackawanna,14218,National Fuel Gas Distribution,National Grid,2021-01-12T00:00:00,1520,Natural Gas,"2,304",1,Home Performance,Single Family,Building Shell,0,7,54
2021-09-30T00:00:00,478655,Oneida,Utica,13502,NA,National Grid,2020-11-24T00:00:00,6078,Kerosene,"1,056",1,Home Performance,Mobile,Building Shell,259,20,468
2021-09-30T00:00:00,458627,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2020-07-14T00:00:00,3524,Natural Gas,"1,144",1,Home Performance,Single Family,Building Shell,0,13,109
2021-09-30T00:00:00,500921,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2021-06-03T00:00:00,12345,Natural Gas,"1,134",1,Home Performance,Single Family,Building Shell,510,35,339
2021-09-30T00:00:00,420547,Tompkins,Etna,13062,New York State Electric & Gas,New York State Electric & Gas,2020-11-06T00:00:00,4492,Natural Gas,"1,101",1,Home Performance,Mobile,Building Shell,732,27,338
2021-09-30T00:00:00,408279,Madison,Oneida,13421,National Grid,National Grid,2019-07-02T00:00:00,3160,Natural Gas,"1,796",1,Home Performance,Single Family,Building Shell,0,13,111
2021-09-30T00:00:00,413766,Fulton,St Johnsville,13452,National Grid,National Grid,2019-09-25T00:00:00,6260,Electric,"2,287",1,Home Performance,Single Family,Building Shell,208,32,273
2021-09-30T00:00:00,452649,Queens,Queens,11364,Consolidated Edison,Consolidated Edison,2020-09-24T00:00:00,11446,Natural Gas,"1,521",1,Home Performance,Single Family,Building Shell,848,69,1151
2021-09-30T00:00:00,423190,Onondaga,Syracuse,13205,National Grid,National Grid,2019-09-30T00:00:00,7996,Natural Gas,"1,500",1,Home Performance,Single Family,Building Shell,0,77,638
2021-09-30T00:00:00,418421,Queens,Queens,11412,NA,Consolidated Edison,2019-10-24T00:00:00,5935,Oil,"1,172",1,Home Performance,Single Family,Building Shell,0,75,1478
2021-09-30T00:00:00,470654,Onondaga,Liverpool,13090,National Grid,National Grid,2020-10-15T00:00:00,4076,Natural Gas,"1,824",1,Home Performance,Single Family,Building Shell,510,12,150
2021-09-30T00:00:00,432565,Ontario,Shortsville,14548,NA,Rochester Gas & Electric,2020-02-10T00:00:00,5371,Propane,"1,068",1,Home Performance,Mobile,Building Shell,368,10,274
2021-09-30T00:00:00,394971,Oswego,Oswego,13126,National Grid,National Grid,2019-09-23T00:00:00,2171,Natural Gas,"1,058",1,Home Performance,Single Family,Building Shell,756,9,154
2021-09-30T00:00:00,436967,Onondaga,Syracuse,13208,National Grid,National Grid,2020-08-20T00:00:00,5464,Natural Gas,"1,380",1,Electric Reduction,Single Family,Building Shell,4058,6,475
2021-09-30T00:00:00,402844,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2019-10-17T00:00:00,8252,Natural Gas,"1,024",1,Home Performance,Single Family,Building Shell,0,49,410
2021-09-30T00:00:00,497972,Washington,Whitehall,12887,NA,National Grid,2021-07-20T00:00:00,8995,Propane,"1,024",1,Home Performance,Single Family,Building Shell,301,25,379
2021-09-30T00:00:00,504594,Madison,Munnsville,13409,NA,National Grid,2021-08-24T00:00:00,6329,Propane,960,1,Home Performance,Single Family,Building Shell,510,18,563
2021-09-30T00:00:00,498781,Suffolk,Shirley,11967,NA,Long Island Power Authority,2021-07-06T00:00:00,4193,Oil,897,1,Home Performance,Single Family,Building Shell,368,13,329
2021-09-30T00:00:00,459213,Erie,Cheektowaga,14225,National Fuel Gas Distribution,New York State Electric & Gas,2020-07-21T00:00:00,4942,Natural Gas,"1,155",1,Home Performance,Single Family,Building Shell,477,29,267
2021-09-30T00:00:00,398723,Oswego,Phoenix,13135,National Grid,National Grid,2019-07-08T00:00:00,5806,Natural Gas,"1,580",1,Home Performance,Single Family,Building Shell,410,25,250
2021-09-30T00:00:00,410953,Erie,Buffalo,14214,National Fuel Gas Distribution,National Grid,2019-12-13T00:00:00,1849,Natural Gas,"1,851",1,Home Performance,Single Family,Building Shell,158,13,111
2021-09-30T00:00:00,468630,Onondaga,Syracuse,13208,National Grid,National Grid,2020-11-19T00:00:00,5403,Electric,"1,573",1,Home Performance,Single Family,Building Shell,0,29,242
2021-09-30T00:00:00,466183,Queens,Queens,11434,National Grid,Consolidated Edison,2020-08-11T00:00:00,6679,Natural Gas,"1,944",1,Home Performance,Single Family,Building Shell,385,38,519
2021-09-30T00:00:00,448485,Wayne,Sodus,14551,Rochester Gas & Electric,Rochester Gas & Electric,2020-01-13T00:00:00,6026,Natural Gas,910,1,Home Performance,Mobile,Building Shell,452,31,302
2021-09-30T00:00:00,476116,Kings,Brooklyn,11234,National Grid,Consolidated Edison,2020-10-27T00:00:00,7754,Natural Gas,"2,238",1,Home Performance,Single Family,Building Shell,621,30,474
2021-09-30T00:00:00,401547,Putnam,Brewster,10509,New York State Electric & Gas,New York State Electric & Gas,2019-10-17T00:00:00,3899,Natural Gas,"3,164",1,Home Performance,Single Family,Building Shell,494,30,337
2021-09-30T00:00:00,502563,Kings,Brooklyn,11236,National Grid,Consolidated Edison,2021-07-08T00:00:00,6277,Natural Gas,"3,260",2,Home Performance,Single Family,Building Shell,1059,31,704
2021-09-30T00:00:00,456578,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2020-11-06T00:00:00,1992,Natural Gas,"1,235",1,Home Performance,Single Family,Building Shell,679,8,133
2021-09-30T00:00:00,454811,Wayne,Williamson,14589,Rochester Gas & Electric,Rochester Gas & Electric,2021-01-26T00:00:00,4286,Natural Gas,"2,024",1,Home Performance,Single Family,Building Shell,343,19,193
2021-09-30T00:00:00,395863,Jefferson,Adams,13605,NA,National Grid,2020-02-04T00:00:00,2867,Propane,910,1,Home Performance,Mobile,Building Shell,510,8,334
2021-09-30T00:00:00,506578,Bronx,Bronx,10460,Consolidated Edison,Consolidated Edison,2021-06-10T00:00:00,550,Natural Gas,912,18,Electric Reduction,Single Family,Building Shell,343,0,81
2021-09-30T00:00:00,407141,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2019-07-08T00:00:00,3082,Electric,"1,272",1,Home Performance,Single Family,Building Shell,410,24,238
2021-09-30T00:00:00,461093,Monroe,Rochester,14615,Rochester Gas & Electric,Rochester Gas & Electric,2020-11-06T00:00:00,9742,Natural Gas,"1,448",1,Home Performance,Single Family,Building Shell,0,19,158
2021-09-30T00:00:00,496034,Cayuga,Weedsport,13166,NA,New York State Electric & Gas,2021-08-02T00:00:00,28140,Propane,"1,200",1,Home Performance,Single Family,Building Shell,-4753,80,1475
2021-09-30T00:00:00,483609,Queens,Queens,11412,National Grid,Consolidated Edison,2021-03-11T00:00:00,6881,Natural Gas,"2,052",1,Home Performance,Single Family,Building Shell,368,36,491
2021-09-30T00:00:00,423793,Rensselaer,Nassau,12123,NA,National Grid,2019-10-07T00:00:00,2066,Oil,"1,160",1,Home Performance,Single Family,Building Shell,259,13,274
2021-09-30T00:00:00,481599,Chautauqua,Jamestown,14701,National Fuel Gas Distribution,Municipal,2021-08-10T00:00:00,3608,Natural Gas,946,1,Home Performance,Single Family,Building Shell,0,21,152
2021-09-30T00:00:00,379997,Erie,Cheektowaga,14225,National Fuel Gas Distribution,New York State Electric & Gas,2019-08-22T00:00:00,2730,Natural Gas,Report SF less than 800,1,Home Performance,Mobile,Building Shell,477,36,397
2021-09-30T00:00:00,514321,Kings,Brooklyn,11234,National Grid,Consolidated Edison,2021-09-28T00:00:00,6386,Natural Gas,"2,156",1,Home Performance,Single Family,Building Shell,208,34,569
2021-09-30T00:00:00,497004,Kings,Brooklyn,11204,National Grid,Consolidated Edison,2021-07-08T00:00:00,8715,Natural Gas,"2,400",1,Home Performance,Single Family,Building Shell,1136,40,1051
2021-09-30T00:00:00,433411,Chemung,Horseheads,14845,NA,New York State Electric & Gas,2020-02-21T00:00:00,7000,Wood,"1,766",1,Home Performance,Single Family,Building Shell,443,54,659
2021-09-30T00:00:00,460953,Oneida,Annsville,13471,NA,National Grid,2021-03-09T00:00:00,10278,Oil,"1,440",1,Home Performance,Single Family,Building Shell,763,23,477
2021-09-30T00:00:00,415856,Westchester,Cortlandt,10567,NA,Consolidated Edison,2019-08-02T00:00:00,6363,Oil,"2,716",1,Home Performance,Single Family,Building Shell,1397,25,816
