TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,PlantType,qCaretaker,qCareAssistant,PlantDate,DBH,PlotSize,PermitNotes,XCoord,YCoord,Latitude,Longitude,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old),Analysis Neighborhoods
152825,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,2700 23rd St,1,Sidewalk: Curb side : Cutout,Tree,Private,Mission Verde,07/27/2021 12:00:00 AM,3,Width 3ft,,6010458.05,2102847.007,37.75460711,-122.4067634,"(37.75460711075041, -122.40676339630738)",10,4,7,28859,19,20
269721,Section 806 (d),Lophostemon confertus :: Brisbane Box,555 Larkin St,5,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,Permit Number 784894,6007562,2113203,37.78287977,-122.4175126,"(37.78287976877889, -122.4175126471499)",7,9,9,28852,36,36
143055,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1729 Grant Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,6,Width 0ft,,6010418,2120457,37.80295779,-122.4081438,"(37.80295778577346, -122.40814379441964)",3,1,10,308,23,23
269716,Section 806 (d),Lophostemon confertus :: Brisbane Box,520 Turk St,3,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,Permit Number 784894,6007499,2113024,37.78238473,-122.4177179,"(37.782384733109126, -122.41771790981697)",7,9,9,28852,36,36
250649,Permitted Site,Pinus radiata :: Monterey Pine,142 El Camino Del Mar,1,Sidewalk: Property side : Yard,Tree,Private,,,15,Width 4ft,Permit Number 48992,5988079.239,2115372.94,37.78772231,-122.4850733,"(37.7877223050946, -122.485073297006)",11,6,1,55,33,33
218312,DPW Maintained,Corymbia maculata :: Spotted Gum,441 Castenada Ave,3,Sidewalk: Curb side : Yard,Tree,Private,,,18,Width 0ft,,5993083.981,2099919.001,37.74558013,-122.4666342,"(37.74558012972922, -122.46663424437887)",1,8,4,29491,40,41
247489,DPW Maintained,Schinus terebinthifolius :: Brazilian Pepper,868 Page St,1,Sidewalk: Curb side : Cutout,Tree,Private,,,11,Width 0ft,,6002408.592,2109542.171,37.77253673,-122.4350794,"(37.77253673286752, -122.43507935516737)",15,5,11,29492,9,3
269726,Permitted Site,Acacia stenophylla :: Shoestring Acacia,793 San Jose Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,12/23/2022 12:00:00 AM,3,,,6005643.491,2098499.665,37.74239975,-122.4231045,"(37.74239974673447, -122.42310446180205)",2,7,7,28859,2,2
241869,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,615 Prentiss St,1,Sidewalk: Curb side : Cutout,Tree,Private,,10/23/1987 12:00:00 AM,9,Width 2ft,Permit Number 24813,6008711.672,2095961.466,37.73560307,-122.4123162,"(37.73560307252234, -122.41231621713106)",10,7,7,28859,2,2
218311,DPW Maintained,Corymbia maculata :: Spotted Gum,441 Castenada Ave,2,Sidewalk: Curb side : Yard,Tree,Private,,,12,Width 0ft,,5993069.539,2099917.256,37.74557451,-122.4666841,"(37.74557450625603, -122.46668405691835)",1,8,4,29491,40,41
182835,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2801 Noriega St,2,Sidewalk: Curb side : Cutout,Tree,Private,,,12,Width 0ft,,5985283.338,2102922.092,37.75337255,-122.4938285,"(37.753372546400016, -122.49382854826102)",1,8,3,56,35,35
269727,Permitted Site,Acacia stenophylla :: Shoestring Acacia,793 San Jose Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,,12/23/2022 12:00:00 AM,3,,,6005643.491,2098499.665,37.74239975,-122.4231045,"(37.74239974673447, -122.42310446180205)",2,7,7,28859,2,2
182836,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2801 Noriega St,3,Sidewalk: Curb side : Cutout,Tree,Private,,,15,Width 0ft,,5985302.265,2102923.606,37.75337781,-122.4937632,"(37.75337781129366, -122.49376320829319)",1,8,3,56,35,35
253287,Planning Code 138.1 required,Eriobotrya japonica :: Edible Loquat,1237 Shafter Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,08/16/2017 12:00:00 AM,3,3x3,Permit Number 780510,6016839.122,2092718.794,37.72715206,-122.3839905,"(37.72715205932018, -122.38399050647831)",10,3,8,58,1,1
199923,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,1396 Hawes St,4,Sidewalk: Curb side : Cutout,Tree,Private,,,12,Width 0ft,,6017301,2092922,37.72773555,-122.3824079,"(37.727735546611555, -122.38240791635634)",10,3,8,58,1,1
245065,DPW Maintained,Hymenosporum flavum :: Sweetshade,1150 Haight St,1,Sidewalk: Curb side : Cutout,Tree,Private,,,8,Width 0ft,,6000577.939,2108943.611,37.77078912,-122.4413688,"(37.77078911813661, -122.44136879368283)",15,5,11,29492,9,3
182834,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2801 Noriega St,1,Sidewalk: Curb side : Cutout,Tree,Private,,,9,Width 0ft,,5985267.061,2102920.578,37.75336744,-122.4938847,"(37.75336743677993, -122.49388472479765)",1,8,3,56,35,35
10087,DPW Maintained,Lophostemon confertus :: Brisbane Box,673 Guerrero St,1,Sidewalk: Curb side : Cutout,Tree,Private,,07/03/2019 00:00,3,4x4,,6005642.333,2105078.494,37.76046363,-122.4235761,"(37.760463629923514, -122.42357609248245)",2,4,5,28859,19,20
246486,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,346 Duncan St,1,Sidewalk: Curb side : Pot,Tree,Private,,12/29/2022 12:00:00 AM,3,Width 3ft,,6004013.803,2099862.021,37.74604836,-122.4288365,"(37.74604836084894, -122.4288365338002)",2,7,5,63,22,22
172702,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2350 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,0,Width 4ft,,6005922.435,2118515.787,37.79737497,-122.4235627,"(37.797374966923634, -122.42356270516183)",13,9,10,28858,32,32
134725,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2260 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,16,Width 4ft,,6005984,2118227,37.79658551,-122.4233291,"(37.796585505853855, -122.42332913435136)",13,9,10,28858,32,32
23463,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2300 Van Ness Ave,1,Median : Cutout,Tree,DPW,,,12,9,,6005896.838,2118341.605,37.79689526,-122.4236389,"(37.796895262264094, -122.42363888764484)",13,9,1,28858,32,32
87727,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,5,Median : Cutout,Tree,DPW,,01/25/2008 12:00:00 AM,3,3x3,,6005927.404,2118140.077,37.79634364,-122.4235188,"(37.796343643300034, -122.42351878677809)",13,9,1,28858,32,32
172937,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238x Van Ness Ave,7,Median : Cutout,Tree,DPW,,,0,Width 4ft,,6005919.619,2118194.027,37.79649134,-122.4235496,"(37.79649133535826, -122.42354956245822)",13,9,1,28858,32,32
27268,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2050 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,DPW,,,16,3X3,,6006084,2117512,37.79462794,-122.4229323,"(37.79462793919021, -122.42293226896659)",13,9,10,28858,32,32
269755,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2300x Van Ness Ave,7,Median : Yard,Tree,DPW,,,,Width 8ft,,6005884.804,2118410.18,37.79708287,-122.4236854,"(37.7970828725297, -122.42368540597059)",13,9,1,28858,32,32
137478,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2300x Van Ness Ave,4,Median : Yard,Tree,DPW,,,0,Width 8ft,,6005884.804,2118410.18,37.79708287,-122.4236854,"(37.7970828725297, -122.42368540597059)",13,9,1,28858,32,32
87725,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,3,Median : Cutout,Tree,DPW,,01/25/2008 12:00:00 AM,5,3x3,,6005934.543,2118086.357,37.79619654,-122.4234903,"(37.79619654389833, -122.42349026298538)",13,9,1,28858,32,32
87407,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2400X Van Ness Ave,1,Median : Cutout,Tree,DPW,,04/18/2008 12:00:00 AM,3,3x3,,6005846.734,2118685.869,37.7978377,-122.4238368,"(37.79783769512198, -122.42383675198708)",13,9,1,28858,32,32
23464,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2305 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,30,3X3,,6005842.188,2118344.106,37.79689905,-122.4238282,"(37.7968990457145, -122.42382816703144)",13,9,1,57,17,13
23467,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2315 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,05/23/2013 12:00:00 AM,0,3x3,,6005837.606,2118405.991,37.79706871,-122.4238484,"(37.79706870640709, -122.42384842335869)",13,9,1,57,17,13
29784,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2000x Van Ness Ave,5,Median : Cutout,Tree,DPW,,04/18/2008 12:00:00 AM,3,3x3,,6006011.933,2117460.271,37.79448184,-122.423178,"(37.79448183892277, -122.4231779527186)",13,9,10,28858,32,32
269745,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2134 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,DPW,,,,2X2,,6006018.784,2117780.421,37.79536128,-122.423177,"(37.79536127694289, -122.42317701471984)",13,9,10,28858,32,32
87409,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2400X Van Ness Ave,3,Median : Cutout,Tree,DPW,,04/18/2008 12:00:00 AM,3,3x3,,6005834.577,2118757.673,37.79803417,-122.4238839,"(37.79803416550268, -122.42388392501174)",13,9,1,28858,32,32
7865,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1000 Franklin St,2,Sidewalk: Curb side : Cutout,Tree,DPW,,12/30/2022 12:00:00 AM,3,2X2,Permit Number 793082,6006105.019,2113565.097,37.78379191,-122.4225789,"(37.78379191072245, -122.4225789403626)",7,9,11,28858,41,39
269752,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2340 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,,6005933.961,2118436.707,37.79715848,-122.4235172,"(37.797158484835464, -122.42351719587006)",13,9,10,28858,32,32
269751,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2252 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,,,,4X4,,6005965.504,2118183.106,37.79646394,-122.42339,"(37.796463939317185, -122.42339001195224)",13,9,10,28858,32,32
27271,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2134 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,24,2X2,,6006018.784,2117780.421,37.79536128,-122.423177,"(37.79536127694289, -122.42317701471984)",13,9,10,28858,32,32
87726,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,4,Median : Cutout,Tree,DPW,,01/25/2008 12:00:00 AM,3,3x3,,6005930.752,2118113.006,37.7962695,-122.4235053,"(37.79626950048395, -122.423505275346)",13,9,1,28858,32,32
23473,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2363 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,06/21/2012 12:00:00 AM,4,3x3,,6005813.13,2118553.683,37.79747285,-122.4239436,"(37.79747285005494, -122.42394362470888)",13,9,1,57,17,13
265125,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2146 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,,6006040,2117822,37.79547664,-122.4231066,"(37.79547663833214, -122.42310656003315)",13,9,10,28858,32,32
29785,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2000x Van Ness Ave,1,Median : Cutout,Tree,DPW,,03/12/2006 00:00,4,5x5,,6006032.277,2117337.586,37.79414612,-122.4230988,"(37.794146124699985, -122.42309883306442)",13,9,10,28858,32,32
23482,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2450 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,30,3x3,,6005868.847,2118854.873,37.79830299,-122.4237723,"(37.79830298725795, -122.42377225798938)",13,9,10,28858,32,32
265120,Undocumented,Lophostemon confertus :: Brisbane Box,2000 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,,6006108,2117341,37.79415977,-122.4228371,"(37.79415977033692, -122.42283706704926)",13,9,10,28858,32,32
23457,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2249 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,14,5x5,,6005866.883,2118164.348,37.79640687,-122.4237299,"(37.79640686743666, -122.42372992781897)",13,9,1,28858,27,30
23472,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2356 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,,3,3x3,Permit Number 782620,6005939,2118553,37.79747808,-122.423508,"(37.79747807961107, -122.42350803290701)",13,9,10,28858,32,32
269760,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2465 Van Ness Ave,5,Sidewalk: Curb side : Cutout,Tree,Private,,,,3X3,,6005779.737,2118786.09,37.79810909,-122.4240757,"(37.79810909431892, -122.42407570994285)",13,9,1,57,17,13
269753,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2300x Van Ness Ave,5,Median : Yard,Tree,DPW,,,,Width 8ft,,6005884.804,2118410.18,37.79708287,-122.4236854,"(37.7970828725297, -122.42368540597059)",13,9,1,28858,32,32
111706,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2151 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,5,3x3,,6005915.316,2117843.611,37.79552894,-122.4235395,"(37.79552894026223, -122.42353952514331)",13,9,1,28858,27,30
269759,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2465 Van Ness Ave,4,Sidewalk: Curb side : Cutout,Tree,Private,,,,3X3,,6005779.737,2118786.09,37.79810909,-122.4240757,"(37.79810909431892, -122.42407570994285)",13,9,1,57,17,13
87728,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,6,Median : Cutout,Tree,DPW,,01/25/2008 12:00:00 AM,3,3x3,,6005924.029,2118165.853,37.79641423,-122.4235323,"(37.79641422749531, -122.42353229819825)",13,9,1,28858,32,32
23474,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2363 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,,,4,3X3,,6005814.246,2118536.755,37.79742643,-122.4239386,"(37.79742643333107, -122.42393856062351)",13,9,1,57,17,13
269758,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2465 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,,,,3X3,,6005779.737,2118786.09,37.79810909,-122.4240757,"(37.79810909431892, -122.42407570994285)",13,9,1,57,17,13
23479,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2418 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,38,4x6,,6005891.157,2118710.228,37.79790709,-122.4236848,"(37.79790708858847, -122.42368476564178)",13,9,10,28858,32,32
269754,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2300x Van Ness Ave,6,Median : Yard,Tree,DPW,,,,Width 8ft,,6005884.804,2118410.18,37.79708287,-122.4236854,"(37.7970828725297, -122.42368540597059)",13,9,1,28858,32,32
29781,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2000X Van Ness Ave,3,Median : Cutout,Tree,DPW,,03/12/2006 00:00,3,,,6006021.957,2117391.754,37.79429427,-122.4231384,"(37.794294273608465, -122.42313839334582)",13,9,10,28858,32,32
168694,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2211 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,0,Width 5ft,,6005859,2118105,37.79624347,-122.423753,"(37.796243469192284, -122.42375298359096)",13,9,1,28858,27,30
129607,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,,,11,Width 4ft,,6005934.121,2117690.494,37.79510958,-122.4234636,"(37.79510958099008, -122.42346356661037)",13,9,1,28858,27,30
129605,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,10,Width 4ft,,6005928.194,2117729.673,37.79521682,-122.4234869,"(37.79521682154583, -122.42348685993348)",13,9,1,28858,27,30
265124,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2128 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,,6006052,2117741,37.79525491,-122.4230593,"(37.7952549098941, -122.42305927783575)",13,9,10,28858,32,32
87723,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,1,Median : Cutout,Tree,DPW,,04/18/2008 12:00:00 AM,5,3x3,,6005943.637,2118022.227,37.79602097,-122.4234542,"(37.79602097375064, -122.42345423343484)",13,9,1,28858,32,32
265123,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2128 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,,6006052,2117741,37.79525491,-122.4230593,"(37.7952549098941, -122.42305927783575)",13,9,10,28858,32,32
23481,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2440 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,24,3x3,,6005877.506,2118803.047,37.79816117,-122.4237386,"(37.798161173160544, -122.42373860716877)",13,9,10,28858,32,32
27267,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2050 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,24,3X3,,6006084,2117512,37.79462794,-122.4229323,"(37.79462793919021, -122.42293226896659)",13,9,10,28858,32,32
269757,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2440 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,DPW,,,,3x3,,6005877.506,2118803.047,37.79816117,-122.4237386,"(37.798161173160544, -122.42373860716877)",13,9,10,28858,32,32
269746,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2146 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,,6006040,2117822,37.79547664,-122.4231066,"(37.79547663833214, -122.42310656003315)",13,9,10,28858,32,32
265128,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2250 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,,4X4,,6005973.84,2118127.356,37.79631134,-122.4233572,"(37.79631133514299, -122.42335720377828)",13,9,10,28858,32,32
269750,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2240 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,,6005995,2118148,37.79636921,-122.4232855,"(37.79636921260906, -122.4232854532423)",13,9,10,28858,32,32
129606,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,,,7,Width 4ft,,6005930.116,2117709.23,37.7951608,-122.4234788,"(37.7951608000883, -122.42347875793318)",13,9,1,28858,27,30
127442,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,5,Sidewalk: Curb side : Cutout,Tree,DPW,,,19,Width 4ft,,6005941.146,2117647.795,37.79499274,-122.4234362,"(37.79499273568149, -122.42343622093152)",13,9,1,28858,27,30
27415,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2300 Van Ness Ave,3,Median : Cutout,Tree,DPW,,,12,9,,6005889.889,2118381.227,37.79700366,-122.4236658,"(37.797003662046876, -122.42366575037356)",13,9,1,28858,32,32
87408,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2400X Van Ness Ave,2,Median : Cutout,Tree,DPW,,04/18/2008 12:00:00 AM,3,3x3,,6005843.022,2118712.531,37.79791069,-122.4238515,"(37.797910692190285, -122.42385149366545)",13,9,1,28858,32,32
87724,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,2,Median : Cutout,Tree,DPW,,04/18/2008 12:00:00 AM,3,3x3,,6005939.316,2118054.72,37.79610995,-122.4234715,"(37.79610994546699, -122.42347149773447)",13,9,1,28858,32,32
127441,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,4,Sidewalk: Curb side : Cutout,Tree,DPW,,,15,Width 4ft,,6005937.768,2117668.559,37.79504956,-122.4234494,"(37.79504955753312, -122.42344938698217)",13,9,1,28858,27,30
269756,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2356 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,,,3x3,,6005939,2118553,37.79747808,-122.423508,"(37.79747807961107, -122.42350803290701)",13,9,10,28858,32,32
23505,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2600 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,30,5x5,,6005801.951,2119345.528,37.79964642,-122.4240386,"(37.79964642420965, -122.42403864886631)",13,9,1,28858,32,32
23546,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2805 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,12,3X3,,6005607.929,2120044.707,37.80155523,-122.4247598,"(37.80155523434613, -122.42475980082533)",13,9,1,57,17,13
23557,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2900X Van Ness Ave,8,Median : Cutout,Tree,DPW,,,28,9x200,,6005589.239,2120536.897,37.80290561,-122.4248595,"(37.80290560777374, -122.4248595131571)",5,9,1,28858,32,32
127827,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,,,16,Width 5ft,,6005775,2119724,37.80068409,-122.4241588,"(37.800684089812734, -122.42415883913986)",13,9,1,28858,32,32
23582,DPW Maintained,Quercus suber :: Cork Oak,3100X Van Ness Ave,6,Median : Cutout,Tree,DPW,,01/25/2008 12:00:00 AM,3,9,,6005549,2120988,37.80414195,-122.4250309,"(37.804141946566105, -122.42503087758836)",5,1,1,28858,32,32
269772,Undocumented,Eucalyptus citriodora :: Lemon scented eucalyptus,3000 Van Ness Ave,1,Median : Cutout,Tree,Private,,,,3x3,,6005597,2120645,37.80320287,-122.4248404,"(37.803202868033104, -122.42484035290968)",5,9,1,28858,32,32
23486,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2500X Van Ness Ave,1,Median : Cutout,Tree,DPW,,,30,9,,6005800.341,2119014.806,37.79873825,-122.4240207,"(37.79873825371106, -122.42402068852368)",13,9,1,28858,32,32
23579,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,3100X Van Ness Ave,2,Median : Cutout,Tree,DPW,,,42,3x3,,6005549,2120988,37.80414195,-122.4250309,"(37.804141946566105, -122.42503087758836)",5,1,1,28858,32,32
127824,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,19,Width 5ft,,6005775,2119724,37.80068409,-122.4241588,"(37.800684089812734, -122.42415883913986)",13,9,1,28858,32,32
172945,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,5,Median : Cutout,Tree,DPW,,,0,Width 3ft,,6005686.048,2119800.192,37.80088827,-122.4244721,"(37.800888270135694, -122.42447207354655)",13,9,1,28858,32,32
23520,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2725 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,24,3X3,,6005647.5,2119771.556,37.80080747,-122.4246034,"(37.80080746784937, -122.4246034267065)",13,9,1,57,17,13
23491,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2510 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,,,16,3X3,,6005844.546,2119049.916,37.79883715,-122.4238702,"(37.7988371521583, -122.42387022023505)",13,9,1,28858,32,32
172940,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,3,Median : Cutout,Tree,DPW,,,0,Width 3ft,,6005747.708,2119431.47,37.79987934,-122.4242325,"(37.799879336918494, -122.42423246536727)",13,9,1,28858,32,32
265106,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2601x Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,,,,3x3,,6005744,2119283,37.79947147,-122.4242347,"(37.7994714658562, -122.42423473011739)",13,9,1,28858,17,13
125049,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3101 Van Ness Ave,15,Sidewalk: Curb side : Cutout,Tree,Private,,,17,Width 3ft,,6005457.643,2121120.088,37.80449946,-122.4253564,"(37.80449946454711, -122.42535643177455)",13,1,1,28858,17,13
23525,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,4,Sidewalk: Curb side : Cutout,Tree,DPW,,,18,3X3,,6005775,2119724,37.80068409,-122.4241588,"(37.800684089812734, -122.42415883913986)",13,9,1,28858,32,32
172941,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,1,Median : Cutout,Tree,DPW,,,0,Width 3ft,,6005700.968,2119694.772,37.80059966,-122.4244129,"(37.80059965701641, -122.42441294131679)",13,9,1,28858,32,32
23493,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2513 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,,,24,3x3,,6005749.936,2119032.393,37.7987837,-122.4241964,"(37.79878369736466, -122.42419635758475)",13,9,1,57,17,13
134728,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,,,7,Width 3ft,,6005744.368,2119775.162,37.80082284,-122.4242685,"(37.80082283725776, -122.4242684787279)",13,9,1,28858,32,32
172938,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,1,Median : Cutout,Tree,DPW,,,0,Width 3ft,,6005757.137,2119361.968,37.79968903,-122.4241949,"(37.79968903496668, -122.42419489169869)",13,9,1,28858,32,32
269766,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,7,Median : Cutout,Tree,DPW,,,,Width 3ft,,6005827,2119356,37.79967659,-122.4239527,"(37.799676591456446, -122.42395271413235)",13,9,1,28858,32,32
172943,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,3,Median : Cutout,Tree,DPW,,,0,Width 3ft,,6005691.944,2119740.69,37.80072523,-122.4244474,"(37.8007252257451, -122.42444743569955)",13,9,1,28858,32,32
269767,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,9,Median : Cutout,Tree,DPW,,,,Width 3ft,,6005747.708,2119431.47,37.79987934,-122.4242325,"(37.799879336918494, -122.42423246536727)",13,9,1,28858,32,32
23532,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,8,Sidewalk: Curb side : Cutout,Tree,Private,,02/02/1991 00:00,9,3x3,,6005775,2119724,37.80068409,-122.4241588,"(37.800684089812734, -122.42415883913986)",13,9,1,28858,32,32
