TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,PlantType,qCaretaker,DBH,PlotSize,XCoord,YCoord,Latitude,Longitude,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old),Analysis Neighborhoods
87726,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,4,Median : Cutout,Tree,DPW,3,3x3,6005930.752,2118113.006,37.7962695,-122.4235053,13,9,1,28858,32,32
23473,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2363 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,4,3x3,6005813.13,2118553.683,37.79747285,-122.4239436,13,9,1,57,17,13
265125,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2146 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6006040,2117822,37.79547664,-122.4231066,13,9,10,28858,32,32
29785,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2000x Van Ness Ave,1,Median : Cutout,Tree,DPW,4,5x5,6006032.277,2117337.586,37.79414612,-122.4230988,13,9,10,28858,32,32
23482,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2450 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,30,3x3,6005868.847,2118854.873,37.79830299,-122.4237723,13,9,10,28858,32,32
265120,Undocumented,Lophostemon confertus :: Brisbane Box,2000 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6006108,2117341,37.79415977,-122.4228371,13,9,10,28858,32,32
23457,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2249 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,14,5x5,6005866.883,2118164.348,37.79640687,-122.4237299,13,9,1,28858,27,30
23472,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2356 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6005939,2118553,37.79747808,-122.423508,13,9,10,28858,32,32
269760,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2465 Van Ness Ave,5,Sidewalk: Curb side : Cutout,Tree,Private,NA,3X3,6005779.737,2118786.09,37.79810909,-122.4240757,13,9,1,57,17,13
269753,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2300x Van Ness Ave,5,Median : Yard,Tree,DPW,NA,Width 8ft,6005884.804,2118410.18,37.79708287,-122.4236854,13,9,1,28858,32,32
111706,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2151 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,5,3x3,6005915.316,2117843.611,37.79552894,-122.4235395,13,9,1,28858,27,30
269759,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2465 Van Ness Ave,4,Sidewalk: Curb side : Cutout,Tree,Private,NA,3X3,6005779.737,2118786.09,37.79810909,-122.4240757,13,9,1,57,17,13
87728,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,6,Median : Cutout,Tree,DPW,3,3x3,6005924.029,2118165.853,37.79641423,-122.4235323,13,9,1,28858,32,32
23474,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2363 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,4,3X3,6005814.246,2118536.755,37.79742643,-122.4239386,13,9,1,57,17,13
269758,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2465 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,NA,3X3,6005779.737,2118786.09,37.79810909,-122.4240757,13,9,1,57,17,13
23479,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2418 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,38,4x6,6005891.157,2118710.228,37.79790709,-122.4236848,13,9,10,28858,32,32
269754,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2300x Van Ness Ave,6,Median : Yard,Tree,DPW,NA,Width 8ft,6005884.804,2118410.18,37.79708287,-122.4236854,13,9,1,28858,32,32
29781,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2000X Van Ness Ave,3,Median : Cutout,Tree,DPW,3,NA,6006021.957,2117391.754,37.79429427,-122.4231384,13,9,10,28858,32,32
168694,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2211 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,0,Width 5ft,6005859,2118105,37.79624347,-122.423753,13,9,1,28858,27,30
129607,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,11,Width 4ft,6005934.121,2117690.494,37.79510958,-122.4234636,13,9,1,28858,27,30
129605,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,10,Width 4ft,6005928.194,2117729.673,37.79521682,-122.4234869,13,9,1,28858,27,30
265124,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2128 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6006052,2117741,37.79525491,-122.4230593,13,9,10,28858,32,32
87723,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,1,Median : Cutout,Tree,DPW,5,3x3,6005943.637,2118022.227,37.79602097,-122.4234542,13,9,1,28858,32,32
265123,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2128 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6006052,2117741,37.79525491,-122.4230593,13,9,10,28858,32,32
23481,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2440 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,24,3x3,6005877.506,2118803.047,37.79816117,-122.4237386,13,9,10,28858,32,32
27267,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2050 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,24,3X3,6006084,2117512,37.79462794,-122.4229323,13,9,10,28858,32,32
269757,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2440 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,DPW,NA,3x3,6005877.506,2118803.047,37.79816117,-122.4237386,13,9,10,28858,32,32
269746,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2146 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6006040,2117822,37.79547664,-122.4231066,13,9,10,28858,32,32
265128,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2250 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,4X4,6005973.84,2118127.356,37.79631134,-122.4233572,13,9,10,28858,32,32
269750,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2240 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6005995,2118148,37.79636921,-122.4232855,13,9,10,28858,32,32
129606,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,7,Width 4ft,6005930.116,2117709.23,37.7951608,-122.4234788,13,9,1,28858,27,30
127442,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,5,Sidewalk: Curb side : Cutout,Tree,DPW,19,Width 4ft,6005941.146,2117647.795,37.79499274,-122.4234362,13,9,1,28858,27,30
27415,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2300 Van Ness Ave,3,Median : Cutout,Tree,DPW,12,9,6005889.889,2118381.227,37.79700366,-122.4236658,13,9,1,28858,32,32
87408,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2400X Van Ness Ave,2,Median : Cutout,Tree,DPW,3,3x3,6005843.022,2118712.531,37.79791069,-122.4238515,13,9,1,28858,32,32
87724,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2238X Van Ness Ave,2,Median : Cutout,Tree,DPW,3,3x3,6005939.316,2118054.72,37.79610995,-122.4234715,13,9,1,28858,32,32
127441,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2101 Van Ness Ave,4,Sidewalk: Curb side : Cutout,Tree,DPW,15,Width 4ft,6005937.768,2117668.559,37.79504956,-122.4234494,13,9,1,28858,27,30
269756,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2356 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6005939,2118553,37.79747808,-122.423508,13,9,10,28858,32,32
23505,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2600 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,30,5x5,6005801.951,2119345.528,37.79964642,-122.4240386,13,9,1,28858,32,32
23546,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2805 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,12,3X3,6005607.929,2120044.707,37.80155523,-122.4247598,13,9,1,57,17,13
23557,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2900X Van Ness Ave,8,Median : Cutout,Tree,DPW,28,9x200,6005589.239,2120536.897,37.80290561,-122.4248595,5,9,1,28858,32,32
127827,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,16,Width 5ft,6005775,2119724,37.80068409,-122.4241588,13,9,1,28858,32,32
23582,DPW Maintained,Quercus suber :: Cork Oak,3100X Van Ness Ave,6,Median : Cutout,Tree,DPW,3,9,6005549,2120988,37.80414195,-122.4250309,5,1,1,28858,32,32
269772,Undocumented,Eucalyptus citriodora :: Lemon scented eucalyptus,3000 Van Ness Ave,1,Median : Cutout,Tree,Private,NA,3x3,6005597,2120645,37.80320287,-122.4248404,5,9,1,28858,32,32
23486,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2500X Van Ness Ave,1,Median : Cutout,Tree,DPW,30,9,6005800.341,2119014.806,37.79873825,-122.4240207,13,9,1,28858,32,32
23579,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,3100X Van Ness Ave,2,Median : Cutout,Tree,DPW,42,3x3,6005549,2120988,37.80414195,-122.4250309,5,1,1,28858,32,32
127824,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,19,Width 5ft,6005775,2119724,37.80068409,-122.4241588,13,9,1,28858,32,32
172945,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,5,Median : Cutout,Tree,DPW,0,Width 3ft,6005686.048,2119800.192,37.80088827,-122.4244721,13,9,1,28858,32,32
23520,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2725 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,24,3X3,6005647.5,2119771.556,37.80080747,-122.4246034,13,9,1,57,17,13
23491,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2510 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,16,3X3,6005844.546,2119049.916,37.79883715,-122.4238702,13,9,1,28858,32,32
172940,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,3,Median : Cutout,Tree,DPW,0,Width 3ft,6005747.708,2119431.47,37.79987934,-122.4242325,13,9,1,28858,32,32
265106,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2601x Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6005744,2119283,37.79947147,-122.4242347,13,9,1,28858,17,13
125049,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3101 Van Ness Ave,15,Sidewalk: Curb side : Cutout,Tree,Private,17,Width 3ft,6005457.643,2121120.088,37.80449946,-122.4253564,13,1,1,28858,17,13
23525,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,4,Sidewalk: Curb side : Cutout,Tree,DPW,18,3X3,6005775,2119724,37.80068409,-122.4241588,13,9,1,28858,32,32
172941,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,1,Median : Cutout,Tree,DPW,0,Width 3ft,6005700.968,2119694.772,37.80059966,-122.4244129,13,9,1,28858,32,32
23493,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2513 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,24,3x3,6005749.936,2119032.393,37.7987837,-122.4241964,13,9,1,57,17,13
134728,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,7,Width 3ft,6005744.368,2119775.162,37.80082284,-122.4242685,13,9,1,28858,32,32
172938,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,1,Median : Cutout,Tree,DPW,0,Width 3ft,6005757.137,2119361.968,37.79968903,-122.4241949,13,9,1,28858,32,32
269766,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,7,Median : Cutout,Tree,DPW,NA,Width 3ft,6005827,2119356,37.79967659,-122.4239527,13,9,1,28858,32,32
172943,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,3,Median : Cutout,Tree,DPW,0,Width 3ft,6005691.944,2119740.69,37.80072523,-122.4244474,13,9,1,28858,32,32
269767,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,9,Median : Cutout,Tree,DPW,NA,Width 3ft,6005747.708,2119431.47,37.79987934,-122.4242325,13,9,1,28858,32,32
23532,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,8,Sidewalk: Curb side : Cutout,Tree,Private,9,3x3,6005775,2119724,37.80068409,-122.4241588,13,9,1,28858,32,32
23494,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2517 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,30,3x3,6005746.707,2119056.577,37.79884992,-122.4242093,13,9,1,57,17,13
23488,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2500X Van Ness Ave,4,Median : Cutout,Tree,DPW,6,9,6005785.893,2119111.069,37.79900175,-122.4240775,13,9,1,28858,32,32
29668,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2500 Van Ness Ave,3,Median : Cutout,Tree,DPW,6,NA,6005793.625,2119072.729,37.79889692,-122.424048,13,9,1,28858,32,32
269769,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,9,Median : Cutout,Tree,DPW,NA,Width 3ft,6005686.048,2119800.192,37.80088827,-122.4244721,13,9,1,28858,32,32
125270,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3000 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,18,Width 4ft,6005603.505,2120793.115,37.80360992,-122.4248284,5,9,1,28858,32,32
269770,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,10,Median : Cutout,Tree,DPW,NA,Width 3ft,6005686.048,2119800.192,37.80088827,-122.4244721,13,9,1,28858,32,32
146138,DPW Maintained,Lophostemon confertus :: Brisbane Box,2655 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,0,Width 4ft,6005678.201,2119530.277,37.80014671,-122.42448,13,9,1,57,17,13
23580,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,3100X Van Ness Ave,4,Median : Cutout,Tree,DPW,24,9,6005549,2120988,37.80414195,-122.4250309,5,1,1,28858,32,32
172942,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,2,Median : Cutout,Tree,DPW,0,Width 3ft,6005697.661,2119715.756,37.80065709,-122.4244259,13,9,1,28858,32,32
23489,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2500X Van Ness Ave,5,Median : Cutout,Tree,DPW,6,9,6005781.041,2119151.329,37.79911202,-122.4240972,13,9,1,28858,32,32
23516,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2656 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,30,5x5,6005775.263,2119527.5,37.80014457,-122.4241439,13,9,1,28858,32,32
23562,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2935 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,12,3x3,6005556.47,2120448.232,37.8026603,-122.4249666,13,9,1,28858,17,13
23583,DPW Maintained,Quercus suber :: Cork Oak,3100X Van Ness Ave,7,Median : Cutout,Tree,DPW,24,9,6005549,2120988,37.80414195,-122.4250309,5,1,1,28858,32,32
136295,DPW Maintained,Quercus suber :: Cork Oak,2600x Van Ness Ave,8,Median : Yard,Tree,DPW,16,Width 8ft,6005827,2119356,37.79967659,-122.4239527,13,9,1,28858,32,32
125273,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3150 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,20,Width 5ft,6005555.62,2121140.118,37.80456,-122.4250188,5,1,1,28858,32,32
269764,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,5,Median : Cutout,Tree,DPW,NA,Width 3ft,6005827,2119356,37.79967659,-122.4239527,13,9,1,28858,32,32
41342,Street Tree Maintenance Opt Out,Ulmus parvifolia :: Chinese Elm,965 Folsom St,1,Sidewalk: Curb side : Cutout,Tree,Private,4,3x3,6011232.354,2111749.189,37.77909378,-122.4047123,14,2,9,28856,34,34
23531,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,6,Sidewalk: Curb side : Cutout,Tree,DPW,12,3x14,6005775,2119724,37.80068409,-122.4241588,13,9,1,28858,32,32
269763,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2600x Van Ness Ave,4,Median : Cutout,Tree,DPW,NA,Width 3ft,6005827,2119356,37.79967659,-122.4239527,13,9,1,28858,32,32
269775,Undocumented,Pittosporum undulatum :: Victorian Box,299 Mallorca Way,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6001334,2120989,37.8039057,-122.4396172,13,9,1,57,17,13
23578,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,3100X Van Ness Ave,1,Median : Cutout,Tree,DPW,24,9,6005516.439,2121064.322,37.80434967,-122.425149,5,1,1,28858,32,32
23530,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,7,Sidewalk: Curb side : Cutout,Tree,DPW,18,3x3,6005775,2119724,37.80068409,-122.4241588,13,9,1,28858,32,32
172944,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2700x Van Ness Ave,4,Median : Cutout,Tree,DPW,0,Width 3ft,6005689.15,2119769.285,37.80080358,-122.4244591,13,9,1,28858,32,32
45307,DPW Maintained,Tree(s) ::,561 Baker St,1,Sidewalk: Curb side : Cutout,Tree,Private,20,5x5,6000554.52,2110946.497,37.7762872,-122.4415936,15,5,11,29492,16,18
269773,Undocumented,Eucalyptus citriodora :: Lemon scented eucalyptus,3000 Van Ness Ave,2,Median : Cutout,Tree,Private,NA,3x3,6005597,2120645,37.80320287,-122.4248404,5,9,1,28858,32,32
23511,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2642 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,30,3X3,6005783.838,2119486.269,37.80003184,-122.4241113,13,9,1,28858,32,32
23487,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,2500X Van Ness Ave,2,Median : Cutout,Tree,DPW,3,9,6005797.551,2119042.67,37.7988146,-122.4240323,13,9,1,28858,32,32
132477,DPW Maintained,Lophostemon confertus :: Brisbane Box,2655 Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,7,Width 3ft,6005685.38,2119478.183,37.80000408,-122.4244515,13,9,1,57,17,13
265105,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2601x Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6005744,2119283,37.79947147,-122.4242347,13,9,1,28858,17,13
23528,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2700 Van Ness Ave,5,Sidewalk: Curb side : Cutout,Tree,DPW,20,3X3,6005775,2119724,37.80068409,-122.4241588,13,9,1,28858,32,32
269771,Undocumented,Platanus x hispanica :: Sycamore: London Plane,2901 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6005535,2120359,37.80241408,-122.4250345,13,9,1,28858,17,13
146137,DPW Maintained,Lophostemon confertus :: Brisbane Box,2655 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,0,Width 4ft,6005672.791,2119564.842,37.80024131,-122.4245012,13,9,1,57,17,13
11073,Permitted Site,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1800 Hyde St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3X3,6007352.342,2118515.85,37.79745575,-122.4186149,5,1,10,28858,32,32
172817,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1314 Broadway,1,Sidewalk: Curb side : Cutout,Tree,Private,0,Width 3ft,6007328.821,2118150.929,37.79645244,-122.4186703,5,1,10,28858,32,32
177097,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,86 San Gabriel Ave,4,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6000986.952,2093579.836,37.72862717,-122.4388529,9,7,6,28861,25,28
172818,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1314 Broadway,2,Sidewalk: Curb side : Cutout,Tree,Private,0,Width 3ft,6007314.573,2118148.65,37.79644538,-122.4187195,5,1,10,28858,32,32
269778,Significant Tree,Acacia spp :: Acacia Spp,111 Gold Mine Dr,2,Sidewalk: Property side : Yard,Tree,Private,NA,Width 3ft,6001350.684,2098768.784,37.7428955,-122.4379669,2,7,5,63,7,10
11054,DPW Maintained,Lophostemon confertus :: Brisbane Box,1610 Hyde St,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,3X3,6007438.071,2117906.743,37.79578812,-122.418275,5,1,10,28858,32,32
269777,Undocumented,Magnolia grandiflora :: Southern Magnolia,1201 Green St,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6007225,2118758,37.79811346,-122.4190727,5,1,10,28858,32,32
269776,Significant Tree,Myoporum laetum :: Myoporum,2 Mizpah St,1,Sidewalk: Property side : Pot,Tree,Private,NA,3x3,6001022,2096651,37.73706187,-122.4389517,2,7,5,63,7,10
226418,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,1116 Shotwell St,2,Sidewalk: Curb side : Cutout,Tree,Private,11,Width 3ft,6008030.048,2101411.715,37.75052997,-122.4150585,2,4,7,28859,19,20
170660,DPW Maintained,Lagunaria patersonii :: Primrose Tree,301X San Juan Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 3ft,6000886.102,2092489.736,37.72562826,-122.4391234,9,7,6,28861,25,28
261647,DPW Maintained,Tree(s) ::,605 Plymouth Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x5,5995910,2089162,37.71620668,-122.4560848,9,8,6,28861,24,24
11102,DPW Maintained,Quercus suber :: Cork Oak,1987 Hyde St,1,Sidewalk: Curb side : Cutout,Tree,DPW,70,3X3,6007225.04,2119093.741,37.79903532,-122.4190964,5,1,10,28858,32,32
220030,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,4136 23rd St,1,Sidewalk: Curb side : Cutout,Tree,Private,8,Width 4ft,6002251.889,2102392.928,37.75289775,-122.43511,2,4,5,28862,22,22
11038,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1520 Hyde St,1,Sidewalk: Curb side : Cutout,Tree,DPW,70,3X3,6007480.781,2117584.844,37.79490667,-122.4181044,5,1,10,28858,32,32
127870,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1863 Hyde St,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,Width 3ft,6007272.909,2118759.365,37.79811991,-122.418907,5,1,10,28858,32,32
265575,DPW Maintained,Pittosporum undulatum :: Victorian Box,30 Jordan Ave,1,Sidewalk: Curb side : Yard,Tree,Private,NA,Width 0ft,5996247,2114318,37.7852981,-122.4567383,11,6,1,54,31,31
259278,DPW Maintained,Acer rubrum 'October Glory' :: Red October Glory Maple,1600x Underwood Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260530,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1790x 46th Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260534,DPW Maintained,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,1506 46th Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,5981886.54,2104825.399,37.75839917,-122.5057163,1,8,3,56,35,35
110557,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,600 28th Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5987235.914,2111803.798,37.7778733,-122.4877287,11,6,2,55,26,29
64530,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1400 Oakdale Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,20x30,6016100.707,2094719.455,37.73260463,-122.3866827,10,3,8,58,1,1
108019,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,552 Hayes St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,6x4,6005203,2110989,37.77666765,-122.4255162,7,9,11,28852,10,9
6878,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,250 Fell St,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,3X3,6006200.566,2110766.804,37.77611387,-122.4220495,7,9,11,28852,10,9
59096,DPW Maintained,Melaleuca ericifolia :: Heath Melaleuca,735 07th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5993787.781,2110375.019,37.77433023,-122.4649599,11,6,2,54,11,11
162945,DPW Maintained,Lophostemon confertus :: Brisbane Box,72 Bruce Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,5997003.932,2091312.399,37.72217391,-122.4524588,9,8,6,28861,24,24
43306,DPW Maintained,Prunus caroliniana :: Carolina Cherry Laurel,693 Vermont St,12,Sidewalk: Curb side : Cutout,Tree,SFUSD,3,NA,6011289.479,2105149.933,37.76097692,-122.4040501,10,3,8,28856,29,26
260532,DPW Maintained,Agonis flexuosa :: Peppermint Willow,1759 43rd Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,5982834.94,2103154.54,37.75386723,-122.5023127,1,8,3,56,35,35
26739,DPW Maintained,Lophostemon confertus :: Brisbane Box,1300 Post St,3,Sidewalk: Curb side : Cutout,Tree,DPW,3,3X3,6005816.473,2114530.915,37.78642753,-122.4236459,13,9,1,28858,41,39
141427,DPW Maintained,Acer buergeranum :: Trident Maple,306 FELL ST,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,Width 0ft,6005914.541,2110724.555,37.77598173,-122.423036,7,9,11,28852,10,9
162948,DPW Maintained,Tilia tomentosa :: Silver Linden,90x Bruce Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,5996933.424,2091315.334,37.72217793,-122.4527027,9,8,6,28861,24,24
