TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,PlantType,qCaretaker,DBH,PlotSize,XCoord,YCoord,Latitude,Longitude,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old),Analysis Neighborhoods
162952,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,206 Harold Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x5,5996832.804,2091372.335,37.72232867,-122.4530546,9,8,6,28861,24,24
26738,DPW Maintained,Lophostemon confertus :: Brisbane Box,1300 Post St,2,Sidewalk: Curb side : Cutout,Tree,DPW,3,3X3,6005838.311,2114533.711,37.78643644,-122.4235705,13,9,1,28858,41,39
221470,DPW Maintained,Acacia stenophylla :: Shoestring Acacia,400x Guerrero St,3,Median : Cutout,Tree,DPW,3,3x3,6005530.442,2106496.003,37.76434946,-122.4240639,8,4,5,28859,19,20
259377,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,1486 Underwood Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,6015207.813,2093285.95,37.72861904,-122.3896696,10,3,8,58,1,1
100443,DPW Maintained,Tree(s) ::,1121 Fitzgerald Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6015052.9,2090170.3,37.72005549,-122.3899876,10,3,8,58,1,1
221460,DPW Maintained,Acacia stenophylla :: Shoestring Acacia,300x Guerrero St,5,Median : Cutout,Tree,DPW,3,3x3,6005499.898,2107004.082,37.7657428,-122.4242057,8,4,5,28853,19,20
221420,DPW Maintained,Acacia stenophylla :: Shoestring Acacia,800x Guerrero St,8,Median : Cutout,Tree,DPW,3,Width 3ft,6005663.714,2104068.9,37.75769273,-122.4234304,2,4,5,28859,19,20
154032,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1662 Kirkwood Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 3ft,6014879.402,2097032.81,37.73888894,-122.3910667,10,3,8,58,1,1
108020,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,552 Hayes St,2,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,6005205.248,2111000.973,37.77670065,-122.4255093,7,9,11,28852,10,9
38641,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1595 Shafter Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,3,4x10,6014964.875,2094103.315,37.73084988,-122.3905665,10,3,8,58,1,1
100972,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,450X Chestnut St,4,Sidewalk: Curb side : Cutout,Tree,SFUSD,3,NA,6009614,2121059.9,37.80456815,-122.4109687,3,1,10,308,23,23
148112,DPW Maintained,Melaleuca quinquenervia :: Cajeput,509 Woolsey St,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,4x5,6010229.364,2091734.224,37.72408101,-122.4067711,10,3,7,309,28,25
42970,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1150 Bacon St,2,Sidewalk: Curb side : Cutout,Tree,DPW,3,3x3,6007984.369,2092053.864,37.7248328,-122.4145544,9,3,7,309,28,25
162950,DPW Maintained,Tilia tomentosa :: Silver Linden,90x Bruce Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,5996897.03,2091314.996,37.72217491,-122.4528285,9,8,6,28861,24,24
260538,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1231 39th Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,5983952.943,2106782.765,37.76389495,-122.4987144,1,8,3,56,35,35
39935,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,601X Rutland St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6010138.718,2087941.044,37.71366064,-122.4068173,9,7,8,309,39,40
254397,Undocumented,Juniperus chinensis :: Juniper,317X Dorado Ter,1,Side Yard : Yard,Tree,Private,3,3x6,5994307,2093018,37.72670219,-122.4619049,9,8,4,28861,40,41
254398,Undocumented,Juniperus chinensis :: Juniper,317X Dorado Ter,2,Side Yard : Yard,Tree,Private,3,3x6,5994307,2093018,37.72670219,-122.4619049,9,8,4,28861,40,41
260535,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,1290 42nd Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,5983076.221,2106358.646,37.76267898,-122.5017153,1,8,3,56,35,35
235936,DPW Maintained,Prunus cerasifera :: Cherry Plum,900 Hampshire St,3,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 3ft,6010180.293,2103880.684,37.75742981,-122.4077968,2,4,7,28859,19,20
123748,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,2 Cabrillo St,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,Width 3ft,5995551.564,2110826.659,37.77567185,-122.4588914,11,6,2,54,11,11
254399,Undocumented,Juniperus chinensis :: Juniper,317X Dorado Ter,3,Side Yard : Yard,Tree,Private,3,3x6,5994307,2093018,37.72670219,-122.4619049,9,8,4,28861,40,41
48530,DPW Maintained,Leptospermum laevigatum :: Australian Tea Tree,2251 26th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,5988214.959,2099991.181,37.74549613,-122.4834757,1,8,3,29491,35,35
37774,DPW Maintained,Melaleuca styphelliodes :: Paperbark Tree,639 Burrows St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6009417.785,2092931.636,37.7273234,-122.4096611,10,3,7,309,28,25
266925,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,133 Stonecrest Dr,NA,Sidewalk: Property side : Cutout,Tree,Private,NA,3x3,5990790,2093492,37.72780057,-122.4740975,9,8,4,64,40,41
38140,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,423 Burrows St,10,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,6010109,2093148,37.7279562,-122.4072868,10,3,7,309,28,25
260527,DPW Maintained,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,2610 47th Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,5981833.198,2097322.676,37.73779565,-122.5053447,1,8,3,29491,35,35
259858,DPW Maintained,Pittosporum undulatum :: Victorian Box,200x Wilde Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153685,DPW Maintained,Acer rubrum 'October Glory' :: Red October Glory Maple,2270 Jerrold Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,3,4x5,6011963.894,2099561.892,37.74567104,-122.4013249,10,3,8,58,1,1
43789,DPW Maintained,Myoporum laetum :: Myoporum,121 22nd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,5988953.605,2114542.09,37.78549192,-122.4819873,11,6,2,55,26,29
259859,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,200x Wilde Ave,2,Sidewalk: Curb side : Cutout,Tree,DPW,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68737,DPW Maintained,Pyrus calleryana :: Ornamental Pear,650 Chestnut St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,6008735.209,2120769.928,37.80372264,-122.4139893,3,1,10,308,23,23
192596,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1335 Mission St,3,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 4ft,6008295.91,2110693.566,37.77603073,-122.414796,8,2,9,28853,34,34
99558,DPW Maintained,Lophostemon confertus :: Brisbane Box,1142 Montgomery St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6011559.265,2119272.681,37.79976977,-122.404111,3,1,10,308,23,23
138674,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2795 Pine St,1,Sidewalk: Curb side : Cutout,Tree,DPW,13,Width 0ft,6000589.252,2114791.302,37.78684603,-122.4417494,13,6,1,29490,27,30
236510,Section 806 (d),Acer japonicum :: Japanese Maple,281 Nevada St,1,Sidewalk: Property side : Yard,Tree,Private,3,10x10,6008991.127,2097033.143,37.73856134,-122.4114257,10,7,7,28859,2,2
269291,Significant Tree,Araucaria heterophylla :: Norfolk Island Pine,2309 Broderick St,1,Front Yard : Yard,Tree,Private,3,3x3,6000242,2116601,37.7917952,-122.4430808,13,6,1,29490,27,30
269326,Significant Tree,Ilex aquifolium :: European Holly,60 Ventura Ave,1,Front Yard : Yard,Tree,Private,NA,6x10,5994148,2101786,37.75076778,-122.4630905,1,8,4,29491,40,41
269818,Permitted Site,Lophostemon confertus :: Brisbane Box,2772 Diamond St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6002502.424,2095861.188,37.73497734,-122.4337768,2,7,5,63,7,10
124678,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,3867 Jackson St,1,Sidewalk: Curb side : Cutout,Tree,Private,12,Width 3ft,5995722.237,2115802.67,37.78934446,-122.4586613,11,6,1,54,31,31
269817,DPW Maintained,Lophostemon confertus :: Brisbane Box,501 Donahue St,9,Sidewalk: Curb side : Cutout,Tree,Private,NA,Width 4ft,6020816.914,2093164.121,37.72859395,-122.3702699,10,3,8,58,1,1
269820,Section 806 (d),Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,1595 Dolores St,4,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,6005317.268,2099050.583,37.74389403,-122.4242716,2,7,5,28859,22,22
269823,Section 806 (d),Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,198 29th St,3,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,6005297.9,2099051.733,37.74389609,-122.4243387,2,7,5,28859,22,22
269822,Section 806 (d),Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,198 29th St,4,Sidewalk: Curb side : Cutout,Tree,Private,NA,NA,6005297.9,2099051.733,37.74389609,-122.4243387,2,7,5,28859,22,22
269821,Section 806 (d),Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,198 29th St,4,Sidewalk: Curb side : Cutout,Tree,Private,NA,NA,6005297.9,2099051.733,37.74389609,-122.4243387,2,7,5,28859,22,22
269819,Section 806 (d),Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,1595 Dolores St,3,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,6005317.268,2099050.583,37.74389403,-122.4242716,2,7,5,28859,22,22
115495,Planning Code 138.1 required,Washingtonia robusta :: Mexican Fan Palm,1199X OCEAN AVE,3,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5996259,2091739,37.72330254,-122.4550646,9,8,4,28861,24,24
269407,Significant Tree,Lagerstroemia indica :: Crape Myrtle,5078 Diamond Heights Blvd,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,5999930,2100078,37.7464094,-122.4429733,2,7,5,63,22,22
269824,Section 806 (d),Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,198 29th St,4,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,6005297.9,2099051.733,37.74389609,-122.4243387,2,7,5,28859,22,22
48596,DPW Maintained,Magnolia doltsopa :: Himalayan Magnolia,2826 Polk St,1,Sidewalk: Curb side : Cutout,Tree,Private,4,NA,6006099.718,2120537.237,37.80293536,-122.423093,5,9,1,28858,32,32
253111,DPW Maintained,Lophostemon confertus :: Brisbane Box,1000 Cayuga Ave,21,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,5999996.878,2090379.502,37.71978341,-122.442046,9,7,6,28861,25,28
269713,Significant Tree,:: Tree,266 Pacheco St,1,Front Yard : Yard,Tree,Private,3,6x10,5994496,2100595,37.74751764,-122.4618007,1,8,4,29491,40,41
160072,DPW Maintained,Lophostemon confertus :: Brisbane Box,1000 Cayuga Ave,15,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,6000153.576,2090420.298,37.71990435,-122.4415072,9,7,6,28861,25,28
208676,Permitted Site,Magnolia grandiflora :: Southern Magnolia,128 De Montfort Ave,1,Sidewalk: Curb side : Yard,Tree,Private,8,Width 4ft,5994899.102,2091911.826,37.72369897,-122.459778,9,8,4,28861,24,24
269642,Significant Tree,Ficus microcarpa :: Chinese Banyan,229 Divisadero St,NA,Front Yard : Pot,Tree,Private,3,3x3,6001799,2108908,37.77076082,-122.4371426,15,5,11,29492,9,3
215237,Undocumented,Syzygium paniculatum :: Brush Cherry,100 De Montfort Ave,2,Sidewalk: Property side : Yard,Tree,Private,4,Width 3ft,5995021.721,2091916.509,37.72371888,-122.4593545,9,8,4,28861,24,24
269827,Section 806 (d),Tristaniopsis laurina :: Swamp Myrtle,1874 Donner Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6011886.425,2093315.376,37.7285151,-122.4011539,10,3,8,58,1,1
211985,Undocumented,Platanus x hispanica :: Sycamore: London Plane,100 De Montfort Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,2,Width 3ft,5995023.165,2091909.858,37.7237007,-122.459349,9,8,4,28861,24,24
211295,Permitted Site,Pinus thunbergii :: Japanese Black Pine,139 De Montfort Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,9,Width 3ft,5994867.979,2091874.322,37.72359421,-122.4598829,9,8,4,28861,24,24
205220,DPW Maintained,Pittosporum undulatum :: Victorian Box,740 Kirkham St,1,Sidewalk: Curb side : Cutout,Tree,Private,11,Width 3ft,5992546.771,2105280.236,37.76026968,-122.4688819,1,8,4,56,12,14
205219,DPW Maintained,Pittosporum undulatum :: Victorian Box,744 Kirkham St,1,Sidewalk: Curb side : Cutout,Tree,Private,11,Width 3ft,5992524.232,2105279.749,37.76026704,-122.4689598,1,8,4,56,12,14
31353,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2363 12th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,NA,5992611.652,2099388.864,37.74409724,-122.4682289,1,8,4,29491,40,41
16983,DPW Maintained,Ficus retusa nitida :: Banyan Fig,847 Oak St,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,3X3,6002927.328,2109904.937,37.77356224,-122.4333109,15,5,11,29492,9,3
213444,DPW Maintained,Prunus cerasifera :: Cherry Plum,2351 12th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 3ft,5992608.792,2099462.07,37.74429808,-122.4682441,1,8,4,29491,40,41
178981,DPW Maintained,Lophostemon confertus :: Brisbane Box,38 Whipple Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,1,Width 2ft,5998261.945,2087183.383,37.71090857,-122.447813,9,7,6,28861,25,28
205221,DPW Maintained,Pittosporum undulatum :: Victorian Box,736 Kirkham St,1,Sidewalk: Curb side : Cutout,Tree,Private,7,Width 3ft,5992569.68,2105282.959,37.76027848,-122.4688029,1,8,4,56,12,14
84816,DPW Maintained,Lagunaria patersonii :: Primrose Tree,736 Leavenworth St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6008319.93,2115035.618,37.78795431,-122.4150203,5,1,10,28858,21,21
269851,Section 806 (d),Tristaniopsis laurina :: Swamp Myrtle,35 Palos Pl,1,Sidewalk: Property side : Yard,Tree,Private,3,10x10,5987671.98,2096117.647,37.73482881,-122.485069,1,8,3,64,35,35
178982,DPW Maintained,Lophostemon confertus :: Brisbane Box,38 Whipple Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,2,Width 2ft,5998252.812,2087192.103,37.71093199,-122.4478452,9,7,6,28861,25,28
269859,Undocumented,Platanus x hispanica :: Sycamore: London Plane,799 Broadway,2,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6009838,2118389,37.79724707,-122.4100048,3,1,10,308,4,6
4730,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,1175X Columbus Ave,1,Median : Cutout,Tree,DPW,100,3x3,6007911.574,2121225.411,37.80492699,-122.4168718,5,1,10,308,32,32
269852,Permitted Site,:: Tree,1011 South Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6007623.428,2103765.301,37.75696953,-122.4166314,2,4,7,28859,19,20
50188,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,3134 Baker St,1,Sidewalk: Curb side : Cutout,Tree,Private,12,NA,5999411.869,2119620.95,37.80003981,-122.4461704,13,9,1,57,17,13
233917,Significant Tree,Persea americana :: Avocado,1011 South Van Ness Ave,1,Front Yard : Yard,Tree,Private,21,Width 3ft,6007639.594,2103741.676,37.75690557,-122.4165738,2,4,7,28859,19,20
3113,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3150 California St,2,Sidewalk: Curb side : Cutout,Tree,Private,3,3X2,5999348.568,2115035.777,37.78744653,-122.4460595,13,6,1,29490,31,31
3112,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3150 California St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3X2,5999380.276,2115040.729,37.78746194,-122.4459501,13,6,1,29490,31,31
127916,DPW Maintained,Lophostemon confertus :: Brisbane Box,1175 Columbus Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,13,Width 4ft,6007863.005,2121226.607,37.80492754,-122.41704,5,1,1,308,32,32
269860,Undocumented,Prunus cerasifera :: Cherry Plum,780 Broadway,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6009872,2118514,37.7975922,-122.409896,3,1,10,308,4,6
269858,Undocumented,Platanus x hispanica :: Sycamore: London Plane,799 Broadway,1,Sidewalk: Curb side : Cutout,Tree,Private,NA,3x3,6009838,2118389,37.79724707,-122.4100048,3,1,10,308,4,6
240121,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',275 Waller St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 3ft,6004416,2109058,37.7713211,-122.428101,7,9,11,28852,10,9
269865,DPW Maintained,Schinus terebinthifolius :: Brazilian Pepper,699 37th Ave,15,Sidewalk: Curb side : Cutout,Tree,Private,NA,Width 3ft,5984448.197,2111681.368,37.77737415,-122.4973632,11,6,2,55,26,29
269861,Significant Tree,Acer palmatum :: Japanese Maple,1208 Stanyan St,2,Front Yard : Pot,Tree,Private,NA,3x3,5997444,2105785,37.76193735,-122.4519812,15,5,11,29492,9,3
41927,DPW Maintained,Pittosporum undulatum :: Victorian Box,524 04th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,6,NA,5994711.056,2111911.685,37.7786027,-122.4618776,11,6,2,54,11,11
244115,DPW Maintained,Maytenus boaria 'Green Showers' :: Meyten Tree 'Green Showers',1641 Page St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,5998699.086,2108979.4,37.77078017,-122.4478703,15,5,11,29492,9,3
269864,Section 806 (d),Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman',1574 35th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5985312.767,2104497.337,37.75769946,-122.4938429,1,8,3,56,35,35
244195,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,1649 Page St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5998643.97,2108970.427,37.77075239,-122.4480603,15,5,11,29492,9,3
50211,Permitted Site,Laurus x 'Saratoga' :: Hybrid Laurel,834 27th Ave,1,Sidewalk: Property side : Cutout,Tree,Private,3,NA,5987605.34,2110266.543,37.77367397,-122.4863378,11,6,2,55,26,29
246831,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,200 Baker St,3,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6000793.719,2109771.095,37.77307347,-122.4406818,15,5,11,29492,10,9
245195,DPW Maintained,Magnolia grandiflora 'Russet' :: Russet Magnolia,48 Baker St,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,3x3,6000874.477,2109202.126,37.77151582,-122.4403616,15,5,11,29492,9,3
118230,DPW Maintained,Schinus terebinthifolius :: Brazilian Pepper,699 37th Ave,14,Sidewalk: Curb side : Cutout,Tree,Private,0,Width 3ft,5984448.197,2111681.368,37.77737415,-122.4973632,11,6,2,55,26,29
245126,DPW Maintained,Podocarpus gracilor :: Fern Pine,1256 Page St,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,3x3,6000553.814,2109283.064,37.7717198,-122.4414766,15,5,11,29492,9,3
244063,DPW Maintained,Magnolia grandiflora 'Russet' :: Russet Magnolia,1670 Page St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,5998595.691,2109011.016,37.77086107,-122.4482303,15,5,11,29492,9,3
182515,Section 806 (d),Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman',1574 35th Ave,1,Sidewalk: Curb side : Yard,Tree,Private,3,Width 0ft,5985316.006,2104498.062,37.75770164,-122.4938317,1,8,3,56,35,35
269863,Section 806 (d),Olea europaea 'Fruitless' :: Fruitless Olive,1142 Mason St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6009465.373,2117259.381,37.79412453,-122.4112144,3,1,10,28857,21,21
244908,DPW Maintained,Aesculus x carnea :: Red Horse Chestnut,141 Central Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,3,3x3,5999866.51,2109027.815,37.77097977,-122.4438357,15,5,11,29492,9,3
237869,DPW Maintained,Lagunaria patersonii :: Primrose Tree,1180 Stanyan St,4,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5997415.008,2106032.309,37.76261474,-122.4520993,15,5,11,29492,9,3
221689,DPW Maintained,Aesculus x carnea 'Briotii' :: Ruby Horse Chestnut,146 Alma St,4,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5997950.618,2106210.418,37.76313445,-122.4502597,15,5,11,29492,9,3
236908,DPW Maintained,Olea europaea 'Fruitless' :: Fruitless Olive,1180 Stanyan St,5,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5997407.843,2106068.896,37.76271478,-122.4521267,15,5,11,29492,9,3
225274,DPW Maintained,Pittosporum undulatum :: Victorian Box,165 Grattan St,7,Sidewalk: Curb side : Cutout,Tree,Private,8,Width 2ft,5997936.979,2106485.437,37.7638888,-122.4503267,15,5,11,29492,9,3
225271,DPW Maintained,Pittosporum undulatum :: Victorian Box,165 Grattan St,1,Sidewalk: Curb side : Cutout,Tree,Private,14,Width 4ft,5997784.446,2106459.504,37.76380886,-122.4508524,15,5,11,29492,9,3
246150,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1504 Waller St,5,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,5998421.7,2108292.135,37.76887726,-122.4487803,15,5,11,29492,9,3
236907,DPW Maintained,Lagunaria patersonii :: Primrose Tree,1180 Stanyan St,3,Sidewalk: Curb side : Cutout,Tree,Rec/Park,14,3x3,5997416.781,2106000.39,37.7625272,-122.4520909,15,5,11,29492,9,3
132933,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2759 Buchanan St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 4ft,6003546,2117759,37.7951626,-122.4317317,13,9,1,29490,27,30
225273,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,165 Grattan St,3,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 4ft,5997833.652,2106466.62,37.76383122,-122.4506827,15,5,11,29492,9,3
236899,DPW Maintained,Aesculus x carnea :: Red Horse Chestnut,220 Alma St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5997660.373,2106173.851,37.76301743,-122.4512609,15,5,11,29492,9,3
243771,DPW Maintained,Olea europaea 'Fruitless' :: Fruitless Olive,251 Alma St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x4,5997430.954,2106109.709,37.76282817,-122.4520497,15,5,11,29492,9,3
139388,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,432 OCTAVIA ST,3,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,6005550.911,2110887.279,37.776408,-122.4243054,7,9,11,28852,10,9
269604,DPW Maintained,Olea europaea 'Fruitless' :: Fruitless Olive,2101 Vallejo St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,6003480,2117882,37.79549659,-122.4319689,13,9,1,29490,27,30
236906,DPW Maintained,Magnolia grandiflora 'Majestic Beauty' :: Majestic Beauty Magnolia,1180 Stanyan St,2,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5997422.931,2105944.391,37.76237379,-122.4520655,15,5,11,29492,9,3
239469,DPW Maintained,Lophostemon confertus :: Brisbane Box,200 Grattan St,3,Sidewalk: Curb side : Cutout,Tree,Private,5,Width 3ft,5997609.367,2106477.606,37.76384854,-122.4514592,15,5,11,29492,9,3
236384,DPW Maintained,Lophostemon confertus :: Brisbane Box,1125 Stanyan St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5997296.287,2106497.416,37.763885,-122.4525435,15,5,11,29492,12,14
246940,DPW Maintained,Lophostemon confertus :: Brisbane Box,281 Frederick St,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5998696.11,2107592.968,37.76697321,-122.4477808,15,5,11,29492,9,3
248362,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1321 Masonic Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,3x3,5999488.416,2108245.651,37.76881057,-122.4450873,15,5,11,29492,9,3
138871,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,400 OCTAVIA ST,4,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,6005570.116,2110750.548,37.77603366,-122.4242293,7,9,11,28852,10,9
138872,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,400 OCTAVIA ST,5,Sidewalk: Curb side : Cutout,Tree,Private,3,Width 0ft,6005567.823,2110765.454,37.77607445,-122.4242383,7,9,11,28852,10,9
246144,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1308 Masonic Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,3,5x5,5999526.269,2108301.372,37.76896572,-122.4449604,15,5,11,29492,9,3
269929,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,1100x Van Ness Ave,2,Median : Cutout,Tree,DPW,NA,NA,6006481,2114240,37.78566623,-122.4213261,13,9,9,28858,36,36
269984,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,1800X Van Ness Ave,6,Median : Cutout,Tree,DPW,NA,9,6006192,2116736,37.79250333,-122.4225034,13,9,10,28858,32,32
269991,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1999 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,NA,3X3,6006026,2117259,37.79392999,-122.423115,13,9,1,28858,27,30
269932,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,1100x Van Ness Ave,5,Median : Cutout,Tree,DPW,NA,NA,6006481,2114240,37.78566623,-122.4213261,13,9,9,28858,36,36
269922,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,900x Van Ness Ave,8,Median : Cutout,Tree,DPW,NA,NA,6006528.896,2113762.4,37.78435756,-122.4211265,7,9,11,28858,36,36
269994,Undocumented,Metrosideros excelsa :: New Zealand Xmas Tree,49 South Van Ness Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,NA,Width 3ft,6007190,2109655,37.77311688,-122.4185479,8,2,9,28853,19,20
269945,DPW Maintained,Eucalyptus citriodora :: Lemon scented eucalyptus,1400x Van Ness Ave,2,Median : Cutout,Tree,DPW,NA,NA,6006386,2115344,37.78869219,-122.4217332,13,9,10,28858,21,21
270020,Undocumented,Metrosideros excelsa :: New Zealand Xmas Tree,1500 Mission St,15,Sidewalk: Curb side : Cutout,Tree,Private,NA,Width 3ft,6007190,2109655,37.77311688,-122.4185479,8,2,9,28853,19,20
